,path,filename,split_filename,original_filename,new_filename,safe_to_walk,roadway_width,crosswalk,crosswalk_signal,traffic_light,car,scooter,bike,other_obstacles,no_obstacle_in_crosswalk,weather,subset
136,V_pic/IMG_7769.jpg,IMG_7769.jpg,IMG_7769,IMG_7769.jpeg,000148.jpg,0,7.2,1,0,0,0,0,0,0,1,1,train
137,V_pic/IMG_20210608_153328.jpg,IMG_20210608_153328.jpg,IMG_20210608_153328,IMG_20210608_153328.jpg,000149.jpg,1,33.4,1,1,0,0,0,0,0,1,0,train
138,V_pic/IMG_4089.jpg,IMG_4089.jpg,IMG_4089,IMG_4089.HEIC,000150.jpg,1,30.0,1,1,2,0,0,0,0,1,0,train
139,V_pic/IMG_20210609_161916.jpg,IMG_20210609_161916.jpg,IMG_20210609_161916,IMG_20210609_161916.jpg,000151.jpg,0,36.3,1,0,0,0,0,0,0,1,0,train
140,V_pic/IMG_20210609_161902.jpg,IMG_20210609_161902.jpg,IMG_20210609_161902,IMG_20210609_161902.jpg,000152.jpg,1,22.1,1,1,1,0,0,0,0,1,0,train
141,V_pic/IMG_3902.jpg,IMG_3902.jpg,IMG_3902,IMG_3902.HEIC,000153.jpg,0,20.0,1,0,0,0,0,0,0,1,0,train
1082,V_pic/IMG_8102.jpg,IMG_8102.jpg,IMG_8102,IMG_8102.HEIC,000154.jpg,0,6.6,1,0,2,0,0,0,0,1,0,reserved
142,V_pic/IMG_3731.jpg,IMG_3731.jpg,IMG_3731,IMG_3731.HEIC,000155.jpg,0,11.0,1,0,0,0,0,0,0,1,1,test
143,V_pic/IMG_3725.jpg,IMG_3725.jpg,IMG_3725,IMG_3725.JPG,000156.jpg,1,11.0,1,1,1,0,0,0,0,1,1,train
144,V_pic/IMG_4062.jpg,IMG_4062.jpg,IMG_4062,IMG_4062.HEIC,000157.jpg,0,30.8,1,0,2,0,0,0,0,1,0,train
145,V_pic/IMG_3719.jpg,IMG_3719.jpg,IMG_3719,IMG_3719.HEIC,000158.jpg,0,6.4,1,0,2,0,0,0,0,1,1,train
146,V_pic/IMG_4076.jpg,IMG_4076.jpg,IMG_4076,IMG_4076.HEIC,000159.jpg,1,48.6,1,1,1,0,0,1,0,1,0,train
147,V_pic/IMG_20210604_151140.jpg,IMG_20210604_151140.jpg,IMG_20210604_151140,IMG_20210604_151140.jpg,000160.jpg,1,16.7,1,1,2,0,0,0,0,1,1,train
148,V_pic/IMG_20210604_151154.jpg,IMG_20210604_151154.jpg,IMG_20210604_151154,IMG_20210604_151154.jpg,000161.jpg,0,11.4,1,0,0,0,0,0,0,1,1,train
149,V_pic/IMG_8089.jpg,IMG_8089.jpg,IMG_8089,IMG_8089.HEIC,000162.jpg,1,6.9,1,1,2,0,0,0,0,1,0,train
150,V_pic/IMG_20210610_130624.jpg,IMG_20210610_130624.jpg,IMG_20210610_130624,IMG_20210610_130624.jpg,000163.jpg,0,16.7,1,0,1,1,0,0,0,0,0,train
151,V_pic/IMG_3862.jpg,IMG_3862.jpg,IMG_3862,IMG_3862.HEIC,000164.jpg,0,22.0,1,0,0,1,0,0,0,0,1,train
152,V_pic/IMG_3876.jpg,IMG_3876.jpg,IMG_3876,IMG_3876.HEIC,000165.jpg,1,23.3,1,1,2,0,0,1,0,1,1,train
153,V_pic/IMG_20210607_202035.jpg,IMG_20210607_202035.jpg,IMG_20210607_202035,IMG_20210607_202035.jpg,000166.jpg,1,18.5,1,1,2,0,0,0,0,1,2,train
154,V_pic/IMG_8076.jpg,IMG_8076.jpg,IMG_8076,IMG_8076.HEIC,000167.jpg,1,14.4,1,1,2,0,0,0,0,1,0,train
1083,V_pic/IMG_3889.jpg,IMG_3889.jpg,IMG_3889,IMG_3889.HEIC,000168.jpg,0,20.0,1,0,0,1,0,0,0,0,1,reserved
155,V_pic/IMG_8062.jpg,IMG_8062.jpg,IMG_8062,IMG_8062.HEIC,000169.jpg,1,9.0,1,1,2,0,0,0,0,1,0,test
156,V_pic/IMG_3679.jpg,IMG_3679.jpg,IMG_3679,IMG_3679.HEIC,000170.jpg,0,6.8,1,0,2,0,0,0,0,1,1,train
157,V_pic/IMG_4102.jpg,IMG_4102.jpg,IMG_4102,IMG_4102.HEIC,000171.jpg,0,59.1,1,0,2,0,0,0,0,1,0,train
158,V_pic/IMG_3484.jpg,IMG_3484.jpg,IMG_3484,IMG_3484.HEIC,000172.jpg,0,32.2,1,0,2,0,0,0,0,1,0,train
159,V_pic/IMG_20210604_151342.jpg,IMG_20210604_151342.jpg,IMG_20210604_151342,IMG_20210604_151342.jpg,000173.jpg,0,16.6,1,0,2,1,0,0,0,0,1,train
160,V_pic/IMG_20210609_162827.jpg,IMG_20210609_162827.jpg,IMG_20210609_162827,IMG_20210609_162827.jpg,000174.jpg,0,22.0,1,1,1,0,1,0,0,0,0,train
161,V_pic/IMG_3490.jpg,IMG_3490.jpg,IMG_3490,IMG_3490.HEIC,000175.jpg,1,16.7,1,1,1,0,0,1,0,1,0,train
162,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_122.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_122.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_122,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_122.jpg,000176.jpg,0,5.8,1,2,2,0,0,0,0,1,0,train
163,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_136.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_136.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_136,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_136.jpg,000177.jpg,0,10.4,1,2,2,0,1,0,0,0,0,train
164,V_pic/IMG_3447.jpg,IMG_3447.jpg,IMG_3447,IMG_3447.JPG,000178.jpg,1,38.2,1,1,1,0,0,0,0,1,1,train
1084,V_pic/IMG_3321.jpg,IMG_3321.jpg,IMG_3321,IMG_3321.HEIC,000179.jpg,0,13.3,1,2,2,0,1,0,0,0,1,reserved
165,V_pic/IMG_3335.jpg,IMG_3335.jpg,IMG_3335,IMG_3335.HEIC,000180.jpg,1,8.0,1,2,2,0,0,0,0,1,1,train
166,V_pic/IMG_3309.jpg,IMG_3309.jpg,IMG_3309,IMG_3309.HEIC,000181.jpg,0,25.2,1,0,0,0,0,0,0,1,1,train
167,V_pic/IMG_3334.jpg,IMG_3334.jpg,IMG_3334,IMG_3334.HEIC,000182.jpg,0,26.5,1,0,2,0,0,0,0,1,1,train
168,V_pic/IMG_3320.jpg,IMG_3320.jpg,IMG_3320,IMG_3320.HEIC,000183.jpg,0,8.0,1,0,2,0,0,0,0,1,1,train
169,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_137.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_137.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_137,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_137.jpg,000184.jpg,0,9.9,1,2,2,0,0,0,0,1,0,train
170,V_pic/IMG_3491.jpg,IMG_3491.jpg,IMG_3491,IMG_3491.HEIC,000185.jpg,1,16.7,1,1,1,0,0,0,0,1,0,train
171,V_pic/IMG_3485.jpg,IMG_3485.jpg,IMG_3485,IMG_3485.HEIC,000186.jpg,1,14.8,1,1,2,0,0,0,0,1,0,train
172,V_pic/S__72155281.jpg,S__72155281.jpg,S__72155281,S__72155281.jpg,000187.jpg,0,10.1,1,2,1,1,0,0,0,0,0,test
173,V_pic/IMG_4103.jpg,IMG_4103.jpg,IMG_4103,IMG_4103.HEIC,000188.jpg,1,59.1,1,1,2,0,0,0,0,1,0,train
174,V_pic/IMG_3888.jpg,IMG_3888.jpg,IMG_3888,IMG_3888.HEIC,000189.jpg,1,6.5,1,1,2,0,0,0,0,1,1,train
175,V_pic/IMG_8063.jpg,IMG_8063.jpg,IMG_8063,IMG_8063.HEIC,000190.jpg,1,9.0,1,1,2,0,0,0,0,1,0,train
176,V_pic/IMG_8077.jpg,IMG_8077.jpg,IMG_8077,IMG_8077.HEIC,000191.jpg,1,14.4,1,1,2,0,0,0,0,1,0,train
177,V_pic/IMG_3877.jpg,IMG_3877.jpg,IMG_3877,IMG_3877.HEIC,000192.jpg,0,23.3,1,1,2,1,0,0,0,0,1,train
178,V_pic/IMG_8088.jpg,IMG_8088.jpg,IMG_8088,IMG_8088.HEIC,000193.jpg,0,14.1,1,0,2,0,0,0,0,1,0,val
179,V_pic/IMG_3863.jpg,IMG_3863.jpg,IMG_3863,IMG_3863.HEIC,000194.jpg,1,9.0,1,1,1,0,0,0,0,1,1,train
180,V_pic/IMG_3693.jpg,IMG_3693.jpg,IMG_3693,IMG_3693.HEIC,000195.jpg,0,6.4,1,0,0,0,0,0,0,1,1,train
181,V_pic/IMG_4077.jpg,IMG_4077.jpg,IMG_4077,IMG_4077.HEIC,000196.jpg,1,48.6,1,1,2,0,0,0,0,1,0,train
182,V_pic/IMG_4063.jpg,IMG_4063.jpg,IMG_4063,IMG_4063.HEIC,000197.jpg,0,30.8,1,0,2,1,0,0,0,0,0,test
183,V_pic/IMG_8103.jpg,IMG_8103.jpg,IMG_8103,IMG_8103.HEIC,000198.jpg,1,14.2,1,1,2,0,0,0,0,1,0,train
184,V_pic/IMG_3903.jpg,IMG_3903.jpg,IMG_3903,IMG_3903.HEIC,000199.jpg,1,8.6,1,1,1,0,0,0,0,1,0,train
185,V_pic/IMG_20210608_153315.jpg,IMG_20210608_153315.jpg,IMG_20210608_153315,IMG_20210608_153315.jpg,000200.jpg,0,10.3,1,0,2,0,0,0,0,1,0,train
186,V_pic/IMG_4088.jpg,IMG_4088.jpg,IMG_4088,IMG_4088.HEIC,000201.jpg,0,30.8,1,0,2,0,0,0,0,1,0,train
187,V_pic/IMG_20210608_152745.jpg,IMG_20210608_152745.jpg,IMG_20210608_152745,IMG_20210608_152745.jpg,000202.jpg,0,31.6,1,0,0,1,0,0,0,0,0,train
188,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_3.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_3.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_3,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_3.jpg,000203.jpg,1,8.3,1,1,2,0,0,0,0,1,0,train
189,V_pic/IMG_7768.jpg,IMG_7768.jpg,IMG_7768,IMG_7768.jpeg,000204.jpg,1,11.8,1,1,1,0,0,0,0,1,1,train
190,V_pic/IMG_3268.jpg,IMG_3268.jpg,IMG_3268,IMG_3268.HEIC,000205.jpg,0,31.9,1,1,2,1,0,0,0,0,0,val
191,V_pic/IMG_7998.jpg,IMG_7998.jpg,IMG_7998,IMG_7998.HEIC,000206.jpg,1,8.0,1,1,2,0,0,0,0,1,0,val
192,V_pic/IMG_7740.jpg,IMG_7740.jpg,IMG_7740,IMG_7740.jpeg,000207.jpg,1,11.8,1,1,1,0,0,0,0,1,1,train
1085,V_pic/IMG_7754.jpg,IMG_7754.jpg,IMG_7754,IMG_7754.jpeg,000208.jpg,0,12.2,1,0,0,0,0,0,0,1,1,reserved
193,V_pic/IMG_7967.jpg,IMG_7967.jpg,IMG_7967,IMG_7967.HEIC,000209.jpg,1,28.9,1,1,1,0,0,1,0,1,0,train
1086,V_pic/IMG_7973.jpg,IMG_7973.jpg,IMG_7973,IMG_7973.HEIC,000210.jpg,0,28.9,1,0,0,0,0,0,0,1,0,reserved
194,V_pic/IMG_7959.jpg,IMG_7959.jpg,IMG_7959,IMG_7959.HEIC,000211.jpg,1,32.1,1,1,2,0,0,1,0,0,0,train
195,V_pic/IMG_3281.jpg,IMG_3281.jpg,IMG_3281,IMG_3281.HEIC,000212.jpg,1,19.5,1,1,2,0,0,0,0,1,2,train
1087,V_pic/IMG_7965.jpg,IMG_7965.jpg,IMG_7965,IMG_7965.HEIC,000213.jpg,0,23.4,1,0,2,0,0,0,0,1,0,reserved
196,V_pic/IMG_7971.jpg,IMG_7971.jpg,IMG_7971,IMG_7971.HEIC,000214.jpg,1,4.9,1,1,2,0,0,0,0,1,0,train
197,V_pic/IMG_7742.jpg,IMG_7742.jpg,IMG_7742,IMG_7742.jpeg,000215.jpg,1,6.9,1,1,2,0,0,0,0,1,1,train
198,V_pic/IMG_7756.jpg,IMG_7756.jpg,IMG_7756,IMG_7756.jpeg,000216.jpg,0,12.2,1,0,0,0,0,0,0,1,1,train
199,V_pic/IMG_20210609_162039.jpg,IMG_20210609_162039.jpg,IMG_20210609_162039,IMG_20210609_162039.jpg,000217.jpg,1,36.3,1,1,1,0,0,0,0,1,0,train
200,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_1.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_1.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_1,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_1.jpg,000218.jpg,1,9.2,1,1,2,0,0,0,0,1,0,train
201,V_pic/IMG_3901.jpg,IMG_3901.jpg,IMG_3901,IMG_3901.HEIC,000219.jpg,0,8.6,1,2,2,0,1,0,0,0,0,train
202,V_pic/IMG_20210608_155014.jpg,IMG_20210608_155014.jpg,IMG_20210608_155014,IMG_20210608_155014.jpg,000220.jpg,1,32.2,1,1,2,0,0,0,0,1,0,train
203,V_pic/IMG_20210604_152502.jpg,IMG_20210604_152502.jpg,IMG_20210604_152502,IMG_20210604_152502.jpg,000221.jpg,0,16.1,1,0,1,1,0,0,0,0,1,train
204,V_pic/IMG_4049.jpg,IMG_4049.jpg,IMG_4049,IMG_4049.HEIC,000222.jpg,1,27.0,1,1,2,0,0,1,0,1,0,train
205,V_pic/IMG_3732.jpg,IMG_3732.jpg,IMG_3732,IMG_3732.HEIC,000223.jpg,1,6.4,1,1,2,0,0,0,0,1,1,train
206,V_pic/IMG_8101.jpg,IMG_8101.jpg,IMG_8101,IMG_8101.HEIC,000224.jpg,1,6.6,1,1,2,0,0,0,0,1,0,train
207,V_pic/IMG_4075.jpg,IMG_4075.jpg,IMG_4075,IMG_4075.HEIC,000225.jpg,1,48.6,1,1,1,0,0,0,0,1,0,train
208,V_pic/IMG_4061.jpg,IMG_4061.jpg,IMG_4061,IMG_4061.HEIC,000226.jpg,1,30.8,1,1,2,0,0,0,0,1,0,train
209,V_pic/IMG_3691.jpg,IMG_3691.jpg,IMG_3691,IMG_3691.JPG,000227.jpg,0,6.4,1,1,2,1,0,0,0,0,1,train
210,V_pic/IMG_20210609_161849.jpg,IMG_20210609_161849.jpg,IMG_20210609_161849,IMG_20210609_161849.jpg,000228.jpg,1,22.1,1,1,1,0,0,0,0,1,0,train
211,V_pic/IMG_20210604_151625.jpg,IMG_20210604_151625.jpg,IMG_20210604_151625,IMG_20210604_151625.jpg,000229.jpg,0,31.9,1,0,0,0,0,0,0,1,1,train
212,V_pic/IMG_3875.jpg,IMG_3875.jpg,IMG_3875,IMG_3875.HEIC,000230.jpg,1,23.3,1,1,2,0,0,0,0,1,1,train
213,V_pic/IMG_3861.jpg,IMG_3861.jpg,IMG_3861,IMG_3861.HEIC,000231.jpg,1,9.0,1,1,2,0,0,0,0,1,1,train
214,V_pic/IMG_8061.jpg,IMG_8061.jpg,IMG_8061,IMG_8061.HEIC,000232.jpg,1,27.2,1,1,2,0,0,0,0,1,0,train
215,V_pic/IMG_3652.jpg,IMG_3652.jpg,IMG_3652,IMG_3652.HEIC,000233.jpg,0,7.7,1,1,1,0,1,0,0,0,1,train
216,V_pic/IMG_3646.jpg,IMG_3646.jpg,IMG_3646,IMG_3646.JPG,000234.jpg,0,7.7,1,1,1,0,1,0,0,0,1,val
217,V_pic/IMG_8075.jpg,IMG_8075.jpg,IMG_8075,IMG_8075.HEIC,000235.jpg,0,14.2,1,0,0,1,1,0,0,0,0,train
218,V_pic/IMG_4101.jpg,IMG_4101.jpg,IMG_4101,IMG_4101.HEIC,000236.jpg,0,30.0,1,0,1,0,0,0,0,1,0,train
219,V_pic/S__72155283.jpg,S__72155283.jpg,S__72155283,S__72155283.jpg,000237.jpg,1,10.1,1,2,1,0,0,0,0,1,0,train
1088,V_pic/S__72155297.jpg,S__72155297.jpg,S__72155297,S__72155297.jpg,000238.jpg,0,10.1,1,2,0,0,0,0,0,1,0,reserved
220,V_pic/IMG_4115.jpg,IMG_4115.jpg,IMG_4115,IMG_4115.HEIC,000239.jpg,0,23.8,1,0,2,1,0,0,0,0,0,train
221,V_pic/IMG_8049.jpg,IMG_8049.jpg,IMG_8049,IMG_8049.HEIC,000240.jpg,0,30.4,1,1,0,1,0,0,0,0,0,train
222,V_pic/IMG_3493.jpg,IMG_3493.jpg,IMG_3493,IMG_3493.HEIC,000241.jpg,1,7.8,1,1,2,0,0,0,0,1,0,train
223,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_109.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_109.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_109,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_109.jpg,000242.jpg,1,25.0,1,1,2,0,0,0,0,1,0,train
224,V_pic/IMG_20210604_151355.jpg,IMG_20210604_151355.jpg,IMG_20210604_151355,IMG_20210604_151355.jpg,000243.jpg,0,31.9,1,1,1,1,1,0,0,0,1,train
225,V_pic/IMG_3487.jpg,IMG_3487.jpg,IMG_3487,IMG_3487.HEIC,000244.jpg,0,16.7,1,0,2,0,0,0,0,1,0,train
226,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_135.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_135.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_135,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_135.jpg,000245.jpg,1,10.4,1,2,2,0,0,0,0,1,0,train
1089,V_pic/IMG_3336.jpg,IMG_3336.jpg,IMG_3336,IMG_3336.HEIC,000246.jpg,0,8.0,1,2,2,0,0,0,0,1,1,reserved
227,V_pic/IMG_3322.jpg,IMG_3322.jpg,IMG_3322,IMG_3322.HEIC,000247.jpg,0,13.3,1,0,0,1,0,0,0,0,1,train
228,V_pic/IMG_3478.jpg,IMG_3478.jpg,IMG_3478,IMG_3478.HEIC,000248.jpg,0,35.6,1,0,2,0,0,0,0,1,0,train
229,V_pic/IMG_3479.jpg,IMG_3479.jpg,IMG_3479,IMG_3479.HEIC,000249.jpg,1,35.6,1,1,2,0,0,0,0,1,0,train
230,V_pic/IMG_3323.jpg,IMG_3323.jpg,IMG_3323,IMG_3323.HEIC,000250.jpg,0,13.3,1,0,0,0,0,0,0,1,1,train
231,V_pic/IMG_20210607_201728.jpg,IMG_20210607_201728.jpg,IMG_20210607_201728,IMG_20210607_201728.jpg,000251.jpg,0,18.3,1,1,2,1,0,0,0,0,2,train
232,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_120.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_120.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_120,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_120.jpg,000252.jpg,1,6.4,1,2,2,0,0,0,0,1,0,train
233,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_134.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_134.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_134,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_134.jpg,000253.jpg,0,9.9,1,2,2,0,0,0,0,1,0,train
234,V_pic/IMG_20210609_162831.jpg,IMG_20210609_162831.jpg,IMG_20210609_162831,IMG_20210609_162831.jpg,000254.jpg,1,22.0,1,1,2,0,0,0,0,1,0,train
235,V_pic/IMG_3486.jpg,IMG_3486.jpg,IMG_3486,IMG_3486.HEIC,000255.jpg,1,7.8,1,1,2,0,0,0,0,1,0,train
236,V_pic/IMG_20210604_151426.jpg,IMG_20210604_151426.jpg,IMG_20210604_151426,IMG_20210604_151426.jpg,000256.jpg,0,31.9,1,0,0,1,0,0,0,0,1,train
237,V_pic/IMG_3492.jpg,IMG_3492.jpg,IMG_3492,IMG_3492.HEIC,000257.jpg,1,7.8,1,1,2,0,0,0,0,1,0,train
238,V_pic/IMG_20210608_154041.jpg,IMG_20210608_154041.jpg,IMG_20210608_154041,IMG_20210608_154041.jpg,000258.jpg,0,33.4,1,0,1,1,0,0,0,0,0,train
239,V_pic/IMG_20210608_153048.jpg,IMG_20210608_153048.jpg,IMG_20210608_153048,IMG_20210608_153048.jpg,000259.jpg,1,31.6,1,1,2,0,0,0,1,1,0,train
240,V_pic/IMG_4114.jpg,IMG_4114.jpg,IMG_4114,IMG_4114.HEIC,000260.jpg,0,32.1,1,2,2,1,0,0,0,0,0,train
241,V_pic/IMG_8048.jpg,IMG_8048.jpg,IMG_8048,IMG_8048.HEIC,000261.jpg,1,30.4,1,1,0,0,0,1,0,1,0,train
242,V_pic/S__72155282.jpg,S__72155282.jpg,S__72155282,S__72155282.jpg,000262.jpg,1,10.1,1,2,1,0,0,0,0,1,0,train
243,V_pic/IMG_4100.jpg,IMG_4100.jpg,IMG_4100,IMG_4100.HEIC,000263.jpg,1,30.0,1,1,1,0,0,0,0,1,0,test
244,V_pic/IMG_8074.jpg,IMG_8074.jpg,IMG_8074,IMG_8074.HEIC,000264.jpg,0,14.2,1,1,2,0,1,0,0,0,0,train
1090,V_pic/IMG_8060.jpg,IMG_8060.jpg,IMG_8060,IMG_8060.HEIC,000265.jpg,0,9.0,1,0,2,0,0,0,0,1,0,reserved
245,V_pic/IMG_3653.jpg,IMG_3653.jpg,IMG_3653,IMG_3653.HEIC,000266.jpg,0,16.7,1,0,0,1,0,0,0,0,1,train
246,V_pic/IMG_3860.jpg,IMG_3860.jpg,IMG_3860,IMG_3860.HEIC,000267.jpg,0,22.0,1,0,2,0,0,0,0,1,1,train
247,V_pic/IMG_3874.jpg,IMG_3874.jpg,IMG_3874,IMG_3874.HEIC,000268.jpg,1,22.6,1,1,0,0,0,1,0,1,1,train
248,V_pic/IMG_3690.jpg,IMG_3690.jpg,IMG_3690,IMG_3690.HEIC,000269.jpg,0,11.8,1,0,0,0,0,0,0,1,1,train
249,V_pic/IMG_4060.jpg,IMG_4060.jpg,IMG_4060,IMG_4060.HEIC,000270.jpg,0,30.8,1,1,1,1,0,0,0,0,0,train
250,V_pic/IMG_20210604_153806.jpg,IMG_20210604_153806.jpg,IMG_20210604_153806,IMG_20210604_153806.jpg,000271.jpg,1,16.6,1,1,2,0,0,0,0,1,1,train
251,V_pic/IMG_4074.jpg,IMG_4074.jpg,IMG_4074,IMG_4074.HEIC,000272.jpg,0,35.0,1,0,0,0,0,0,0,1,0,train
252,V_pic/IMG_3733.jpg,IMG_3733.jpg,IMG_3733,IMG_3733.HEIC,000273.jpg,1,6.4,1,2,2,0,0,0,0,1,1,train
253,V_pic/IMG_8100.jpg,IMG_8100.jpg,IMG_8100,IMG_8100.HEIC,000274.jpg,1,6.6,1,1,2,0,0,0,0,1,0,train
254,V_pic/IMG_3900.jpg,IMG_3900.jpg,IMG_3900,IMG_3900.HEIC,000275.jpg,1,8.6,1,1,2,0,0,0,0,1,0,train
255,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_0.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_0.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_0,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_0.jpg,000276.jpg,0,8.3,1,0,2,0,0,0,0,1,0,train
256,V_pic/IMG_7757.jpg,IMG_7757.jpg,IMG_7757,IMG_7757.jpeg,000277.jpg,1,6.7,1,1,1,0,0,0,0,1,1,train
257,V_pic/IMG_7743.jpg,IMG_7743.jpg,IMG_7743,IMG_7743.jpeg,000278.jpg,0,11.8,1,0,0,0,0,0,0,1,1,train
258,V_pic/IMG_7970.jpg,IMG_7970.jpg,IMG_7970,IMG_7970.HEIC,000279.jpg,0,4.9,1,0,2,0,0,0,0,1,0,train
259,V_pic/IMG_7964.jpg,IMG_7964.jpg,IMG_7964,IMG_7964.HEIC,000280.jpg,0,28.9,1,0,0,0,0,0,0,1,0,train
260,V_pic/IMG_20210610_130544.jpg,IMG_20210610_130544.jpg,IMG_20210610_130544,IMG_20210610_130544.jpg,000281.jpg,0,36.3,1,0,1,0,0,0,0,1,0,train
261,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_15.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_15.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_15,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_15.jpg,000282.jpg,0,8.0,1,2,2,1,0,0,0,0,0,train
262,V_pic/IMG_7958.jpg,IMG_7958.jpg,IMG_7958,IMG_7958.HEIC,000283.jpg,1,32.1,1,1,1,0,0,0,0,1,0,train
263,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_29.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_29.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_29,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_29.jpg,000284.jpg,0,8.8,1,2,2,0,0,0,0,1,0,val
264,V_pic/IMG_3280.jpg,IMG_3280.jpg,IMG_3280,IMG_3280.HEIC,000285.jpg,1,19.5,1,1,2,0,0,0,0,1,0,train
265,V_pic/IMG_7903.jpg,IMG_7903.jpg,IMG_7903,IMG_7903.HEIC,000286.jpg,1,27.8,1,1,1,0,0,0,0,1,0,train
266,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_72.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_72.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_72,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_72.jpg,000287.jpg,0,14.7,1,2,2,1,0,0,0,0,0,train
267,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_66.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_66.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_66,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_66.jpg,000288.jpg,0,14.7,1,0,2,1,0,0,0,0,0,train
1091,V_pic/IMG_7917.jpg,IMG_7917.jpg,IMG_7917,IMG_7917.HEIC,000289.jpg,0,7.1,1,1,2,1,0,0,0,0,0,reserved
268,V_pic/IMG_20210604_153450.jpg,IMG_20210604_153450.jpg,IMG_20210604_153450,IMG_20210604_153450.jpg,000290.jpg,1,16.6,1,1,1,0,0,0,0,1,1,train
269,V_pic/IMG_7718.jpg,IMG_7718.jpg,IMG_7718,IMG_7718.jpeg,000291.jpg,1,19.2,1,1,1,0,0,0,0,1,1,train
270,V_pic/S__72155187.jpg,S__72155187.jpg,S__72155187,S__72155187.jpg,000292.jpg,0,16.4,1,0,2,1,0,0,0,0,0,test
271,V_pic/IMG_7724.jpg,IMG_7724.jpg,IMG_7724,IMG_7724.jpeg,000293.jpg,1,6.7,1,1,1,0,0,0,0,1,1,train
